所属地市,所属区县,所属供电所,变电站名称,馈线名称,所属馈线GISID,配变ID,配变名称,电压等级(kV),供电分区分类,电网类型,公专变标志,额定容量(kVA),配变类型,干式/油浸式,配变型号,负荷性质,无功补偿容量(kVar),年最大负荷(kW),年最高负载率(%),最大负荷发生时刻,平均负荷(kW),平均负载率(%),售电量(kWh),供电量(kWh),线损率(%),接入用户数(户),实现一户一表用户数(户),接入用户总容量(kW),接入用户负荷性质,近一年净增接入容量(kW),已接入最大用户报装容量(kW),低压线裸导线长度(km),低压线绝缘线长度(km),低压线总长度(km),最大负荷月供电量(kWh),台区出线回路数(回),台区低压主干线主要线径,低压侧额定电流(A),低压侧额定电压(V),投运日期,是否过载,过载次数,过载累计持续时间(min),是否重载,重载次数,重载累计持续时间(min),过载/重载原因分析,预计下一年是否过载,是否轻载,低压侧最大负荷A相电流(A),低压侧最大负荷B相电流(A),低压侧最大负荷C相电流(A),三相电流不平衡度(%),是否三相不平衡,电压超限时间,首端电压最小值(V),首端电压最大值(V),末端电压最小值(V),末端电压最大值(V),是否存在台区电压偏低，且末端电压低于180V,是否存在台区电压偏低，且末端电压处于180-198V之间,是否存在台区电压偏高，且末端电压高于235V,是否存在台区电压偏高,是否存在台区电压偏低,低电压紧急程度,台区电压偏低主要原因,台区电压偏高主要原因,是否存在残旧设备或线路,是否存在安全隐患,供电半径(m),是否供电半径过大,低电压投诉次数,是否报装受限,配变供电区域报装负荷(kVA),是否需实现光纤覆盖,是否安装配变监测终端,是否需改造配变监测终端,是否存在一变多村,是否高损配变,总电表数(块),智能电表数(块),智能电表覆盖率(%),是否智能电表未全覆盖,已实现低压集抄的用户数(户),低压集抄覆盖率(%),是否低压集抄未全覆盖,主要电能表投运时间,设备状态,是否属于中心村,是否属于贫困地区,是否属于国有林场供电配变,是否属于革命老区示范区,是否已开展可研或列入投资计划项目,备注(规划),备注(生技),备注(营销),备注(调度),系统ID主键,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007765071501.0,10kV下底二片1#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SBH15-M-500/10,居住,150.0,145.0,29.0,2022年07月01日,65.0,13.0,634292.03,673932.0,5.88,356.0,356.0,356.0,居住,246.0,,,,0.0,56161.0,1.0,185.0,721.71,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,236.0,148.0,132.0,44.0678,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,380.0,否,1.0,否,0.0,否,是,否,否,否,356.0,356.0,100.0,否,356.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2C496256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007765059601.0,下底三片2号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,S11-M-315/10,居住,150.0,166.0,52.7,2022年07月01日,78.0,24.76,619758.45,638889.5,2.99,302.0,302.0,302.0,居住,30.0,,,,0.0,53240.81,2.0,240.0,454.68,,2012年02月17日,否,0.0,0.0,否,0.0,0.0,,否,否,162.75,182.7,131.1,28.243,否,,223.0,233.0,193.0,203.0,否,否,否,否,否,无,,,否,否,330.0,否,0.0,否,0.0,否,是,否,否,否,302.0,302.0,100.0,否,302.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF38BD6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007764872101.0,东湖2号公变,10kV,D,农网,公变,250.0,柱上变,油浸式,S11-M-250/10,居住,150.0,165.0,66.0,2022年07月01日,47.0,18.8,526383.69,535113.6,1.63,142.0,142.0,142.0,居住,228.0,,,,0.0,44592.8,2.0,150.0,360.85,,2010年06月01日,否,0.0,0.0,否,0.0,0.0,,否,否,175.12,183.6,182.24,4.6187,否,,228.0,238.0,198.0,208.0,否,否,否,否,否,无,,,否,否,580.0,是,0.0,否,0.0,否,是,否,否,否,142.0,142.0,100.0,否,142.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF28336256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007765041401.0,堂后1号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,SH15-M-315/10,居住,150.0,135.0,42.86,2022年07月01日,44.0,13.97,503676.0,527105.0,4.44,553.0,553.0,553.0,居住,133.0,,,,0.0,43925.42,2.0,185.0,454.68,,2014年12月13日,否,0.0,0.0,否,0.0,0.0,,否,否,106.0,143.0,227.0,53.304,否,,234.0,244.0,197.0,214.0,否,否,否,否,否,无,,,否,否,570.0,是,0.0,否,0.0,否,是,否,否,否,553.0,553.0,100.0,否,553.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3F816256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007764989101.0,上底2号公变,10kV,D,农网,公变,500.0,柱上变,油浸式,S13-M-500/10,居住,150.0,280.0,56.0,2022年07月01日,97.0,19.4,839426.8,880854.0,4.7,469.0,469.0,469.0,居住,259.0,,,,0.0,73404.5,2.0,240.0,721.71,,2010年06月01日,否,0.0,0.0,否,7.0,1.0,,否,否,204.2,285.6,268.4,28.5014,否,,225.0,235.0,195.0,205.0,否,否,否,否,否,无,,,否,否,220.0,否,0.0,否,0.0,否,是,否,否,否,469.0,469.0,100.0,否,469.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF30926256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418008338502101.0,下一片3#公用台变,10kV,D,农网,公变,100.0,柱上变,油浸式,SH15-M-100/10,居住,150.0,99.0,99.0,2022年07月01日,39.0,39.0,256531.95,264359.7,2.96,232.0,232.0,232.0,居住,154.0,,,,0.0,22029.98,2.0,240.0,144.34,,2014年04月24日,否,0.0,0.0,否,57.0,0.0,,否,否,125.01,145.17,108.09,25.5425,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,270.0,否,0.0,否,0.0,否,是,否,否,否,232.0,232.0,100.0,否,232.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF28546256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007764961401.0,桥头4号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,144.0,45.71,2022年07月01日,47.0,14.92,485875.6,501524.2,3.12,249.0,249.0,249.0,居住,63.0,,,,0.0,41793.72,1.0,120.0,454.68,,2014年06月30日,否,0.0,0.0,否,0.0,0.0,,否,否,131.25,108.9,129.15,17.0286,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,411.0,否,0.0,否,0.0,否,是,否,否,否,249.0,249.0,100.0,否,249.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2ADC6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007765005001.0,埔上2号公变,10kV,D,农网,公变,100.0,柱上变,油浸式,S11-M-100/10,居住,150.0,92.0,92.0,2022年07月01日,32.0,32.0,272583.55,279294.9,2.4,259.0,259.0,259.0,居住,133.0,,,,0.0,23274.58,1.0,185.0,144.34,,2002年01月01日,否,0.0,0.0,是,16.0,2.0,,否,否,59.55,85.14,106.68,44.1789,否,,222.0,232.0,192.0,202.0,否,否,否,否,否,无,,,否,否,360.0,否,0.0,否,0.0,否,是,否,否,否,259.0,259.0,100.0,否,259.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF39036256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,420220471288700.0,10kV下一4#公用台变,10kV,D,农网,公变,200.0,柱上变,油浸式,S11-M-200/10,居住,150.0,154.0,77.0,2022年07月01日,54.0,27.0,0.0,0.0,0.0,99.0,99.0,99.0,居住,56.0,,,,0.0,0.0,2.0,150.0,288.68,,2016年12月27日,否,0.0,0.0,否,0.0,0.0,,否,否,179.0,151.0,172.0,15.6425,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,350.0,否,0.0,否,0.0,否,是,否,否,否,99.0,99.0,100.0,否,99.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2D866256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,420220683620200.0,10kV关埠上底3#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,88.0,27.94,2022年07月01日,31.0,9.84,0.0,0.0,0.0,245.0,245.0,245.0,居住,119.0,,,,0.0,0.0,2.0,240.0,454.68,,2019年01月29日,否,0.0,0.0,否,0.0,0.0,,否,否,93.8,82.7,112.3,26.358,否,,222.0,232.0,192.0,202.0,否,否,否,否,否,无,,,否,否,200.0,否,0.0,否,0.0,否,是,否,否,否,245.0,245.0,100.0,否,245.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF33476256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,420220885107900.0,10kV堂后5#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SH15-M-315/10,居住,150.0,15.0,3.0,2022年07月01日,5.0,1.0,24245.73,24393.0,0.6,17.0,17.0,17.0,居住,,,,,0.0,2032.75,2.0,240.0,721.71,,2020年12月08日,否,0.0,0.0,否,0.0,0.0,,否,是,10.2,36.8,5.0,86.413,否,,223.0,233.0,193.0,203.0,否,否,否,否,否,无,,,否,否,300.0,否,0.0,否,0.0,否,是,否,否,否,17.0,17.0,100.0,否,17.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2BDD6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007765038501.0,堂后2号公变,10kV,D,农网,公变,250.0,柱上变,油浸式,S11-M-250/10,居住,150.0,142.0,56.8,2022年07月01日,55.0,22.0,418081.02,435695.8,4.04,286.0,286.0,286.0,居住,70.0,,,,0.0,36308.02,1.0,120.0,360.85,,2016年07月15日,否,0.0,0.0,否,0.0,0.0,,否,否,127.28,177.28,77.04,56.5433,否,,228.0,238.0,198.0,208.0,否,否,否,否,否,无,,,否,否,370.0,否,0.0,否,0.0,否,是,否,否,否,286.0,286.0,100.0,否,286.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3BA66256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007765045901.0,堂后3号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,S11-M-315/10,居住,150.0,78.0,24.76,2022年07月01日,28.0,8.89,253195.7,262717.0,3.62,72.0,72.0,72.0,居住,266.0,,,,0.0,21893.12,1.0,240.0,454.68,,2013年10月11日,否,0.0,0.0,否,0.0,0.0,,否,否,155.4,90.3,87.6,43.6293,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,230.0,否,0.0,否,0.0,否,是,否,否,否,72.0,72.0,100.0,否,72.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF30E76256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007765072301.0,10kV关埠线下底二片3#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SBH15-M-500/10,居住,150.0,60.0,12.0,2022年07月01日,20.0,4.0,0.0,0.0,0.0,201.0,201.0,201.0,居住,28.0,,,,0.0,0.0,1.0,35.0,721.71,,2014年11月06日,否,0.0,0.0,否,0.0,0.0,,否,是,53.4,27.8,76.6,63.7076,否,,228.0,238.0,198.0,208.0,否,否,否,否,否,无,,,否,否,550.0,是,0.0,否,0.0,否,是,否,否,否,201.0,201.0,100.0,否,201.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF31C66256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418008339405601.0,10kV埔上村5#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,S13-M-500/10,居住,150.0,178.0,35.6,2022年07月01日,60.0,12.0,0.0,0.0,0.0,228.0,228.0,228.0,居住,170.0,,,,0.0,0.0,2.0,240.0,721.71,,2014年08月26日,否,0.0,0.0,否,17.0,1.0,,否,否,149.6,130.0,184.6,29.5775,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,250.0,否,0.0,否,0.0,否,是,否,否,否,228.0,228.0,100.0,否,228.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF35366256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,420220700884100.0,10kV关埠下底二片5#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,132.0,41.9,2022年07月01日,50.0,15.87,0.0,0.0,0.0,196.0,196.0,196.0,居住,78.0,,,,0.0,0.0,1.0,120.0,454.68,,2019年01月28日,否,0.0,0.0,否,0.0,0.0,,否,否,104.4,125.3,144.6,27.8008,否,,221.0,231.0,191.0,201.0,否,否,否,否,否,无,,,否,否,180.0,否,0.0,否,0.0,否,是,否,否,否,196.0,196.0,100.0,否,196.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF360E6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007764977301.0,欧厝1#公变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,103.0,32.7,2022年07月01日,31.0,9.84,325266.59,332970.0,2.31,182.0,182.0,182.0,居住,14.0,,,,0.0,27747.5,2.0,120.0,454.68,,2010年06月01日,否,0.0,0.0,否,0.0,0.0,,否,否,101.8,106.6,94.2,11.6323,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,180.0,否,0.0,否,0.0,否,是,否,否,否,182.0,182.0,100.0,否,182.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3A326256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关埠线516,418007751801101.0,418007765025501.0,埔上3号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,S11-100,居住,150.0,255.0,80.95,2022年07月01日,100.0,31.75,794859.27,843592.0,5.78,390.0,390.0,390.0,居住,212.0,,,,0.0,70299.37,2.0,185.0,454.68,,2014年12月13日,否,0.0,0.0,否,2.0,0.0,,否,否,227.4,150.8,274.2,45.0036,否,,225.0,235.0,195.0,205.0,否,否,否,否,否,无,,,否,否,420.0,否,0.0,否,0.0,否,是,否,否,否,390.0,390.0,100.0,否,390.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF39786256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418008316508601.0,10kV关埠玉二10#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,S13-M-500/10,居住,150.0,275.0,55.0,2022年07月01日,90.0,18.0,908657.96,960894.0,5.44,400.0,400.0,400.0,居住,270.0,,,,0.0,80074.5,1.0,185.0,721.71,,2014年01月20日,否,0.0,0.0,否,0.0,0.0,,否,否,280.2,206.0,257.6,26.4811,否,,225.0,235.0,195.0,205.0,否,否,否,否,否,无,,,否,否,600.0,是,0.0,否,0.0,否,是,否,否,否,400.0,400.0,100.0,否,400.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2AAD6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418008314157001.0,10kV玉二12#公用台变,10kV,D,农网,公变,200.0,柱上变,油浸式,S11-M-200/10,居住,150.0,154.0,77.0,2022年07月01日,68.0,34.0,585243.75,616137.4,5.01,314.0,314.0,314.0,居住,93.0,,,,0.0,51344.82,1.0,240.0,288.68,,2016年07月16日,否,0.0,0.0,否,0.0,0.0,,否,否,170.52,151.74,202.5,25.0667,否,,222.0,232.0,192.0,202.0,否,否,否,否,否,无,,,否,否,410.0,否,0.0,否,0.0,否,是,否,否,否,314.0,314.0,100.0,否,314.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF27576256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418007764419101.0,丰饶公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,S13-M.RL-500/10,居住,150.0,110.0,22.0,2022年07月01日,40.0,8.0,354515.1,375708.0,5.64,156.0,156.0,156.0,居住,51.0,,,,0.0,31309.0,1.0,120.0,721.71,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,136.0,132.0,124.0,8.8235,否,,223.0,233.0,193.0,203.0,否,否,否,否,否,无,,,否,否,300.0,否,0.0,否,0.0,否,是,否,否,否,156.0,156.0,100.0,否,156.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2EE16256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418007764503601.0,新红1#公用台变,10kV,D,农网,公变,250.0,柱上变,油浸式,S11-250/10,居住,150.0,157.0,62.8,2022年07月01日,42.0,16.8,494917.61,504180.2,1.84,266.0,266.0,266.0,居住,56.0,,,,0.0,42015.02,1.0,95.0,360.85,,2016年06月25日,否,0.0,0.0,否,0.0,0.0,,否,否,103.92,251.12,107.68,58.6174,否,,220.0,230.0,190.0,200.0,否,否,否,否,否,无,,,否,否,580.0,是,0.0,否,0.0,否,是,否,否,否,266.0,266.0,100.0,否,266.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF278C6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418007764650101.0,玉山3#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,194.0,61.59,2022年07月01日,52.0,16.51,592726.8,601355.0,1.43,291.0,291.0,291.0,居住,229.0,,,,0.0,50112.92,1.0,70.0,454.68,,2016年07月18日,否,0.0,0.0,否,36.0,1.0,,否,否,186.24,176.96,173.04,7.0876,否,,221.0,231.0,191.0,201.0,否,否,否,否,否,无,,,否,否,480.0,否,0.0,否,0.0,否,是,否,否,否,291.0,291.0,100.0,否,291.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF33316256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418007764664501.0,玉二村3#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SBH15-M-500/10,居住,150.0,210.0,42.0,2022年07月01日,80.0,16.0,0.0,0.0,0.0,382.0,382.0,382.0,居住,84.0,,,,0.0,0.0,1.0,240.0,721.71,,2014年01月20日,否,0.0,0.0,否,0.0,0.0,,否,否,306.6,155.4,233.55,49.3151,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,350.0,否,0.0,否,0.0,否,是,否,否,否,382.0,382.0,100.0,否,382.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF375F6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,420220884794900.0,10kV集德4#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,S13-M·RL-500/10,居住,150.0,65.0,13.0,2022年07月01日,15.0,3.0,0.0,0.0,0.0,66.0,66.0,66.0,居住,303.0,,,,0.0,0.0,2.0,240.0,721.71,,2020年12月03日,否,0.0,0.0,否,0.0,0.0,,否,是,119.0,84.6,106.6,28.9076,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,250.0,否,0.0,否,0.0,否,是,否,否,否,66.0,66.0,100.0,否,66.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3DFF6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418007763470301.0,福仓7#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SB13-M-500/10,居住,150.0,160.0,32.0,2022年07月01日,45.0,9.0,310850.79,321178.0,3.22,43.0,43.0,43.0,居住,102.08,,,,0.0,26764.87,2.0,150.0,721.71,,2014年11月06日,否,0.0,0.0,否,0.0,0.0,,否,否,210.2,230.6,237.6,11.532,否,,228.0,238.0,198.0,208.0,否,否,否,否,否,无,,,否,否,450.0,否,0.0,否,0.0,否,是,否,否,否,43.0,43.0,100.0,否,43.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF31A16256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418007763446001.0,福仓2#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SH15-M-500/10,居住,150.0,150.0,30.0,2022年07月01日,55.0,11.0,511239.59,530189.0,3.57,271.0,271.0,271.0,居住,51.0,,,,0.0,44182.42,2.0,150.0,721.71,,2014年12月13日,否,0.0,0.0,否,0.0,0.0,,否,否,148.2,147.3,121.9,17.7463,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,780.0,是,0.0,否,0.0,否,是,否,否,否,271.0,271.0,100.0,否,271.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF377F6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418008211964201.0,玉二9#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,S9-500/10,居住,150.0,425.0,85.0,2022年06月01日,115.0,23.0,1038041.16,1079117.0,3.81,328.0,328.0,328.0,居住,217.0,,,,0.0,89926.42,2.0,240.0,721.71,,2012年03月03日,否,0.0,0.0,否,12.0,0.0,,否,否,340.2,373.6,384.8,11.5904,否,,223.0,233.0,193.0,203.0,否,否,否,否,否,无,,,否,否,430.0,否,1.0,否,0.0,否,是,否,否,是,328.0,328.0,100.0,否,328.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF385B6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418007764648201.0,玉山2#公用台变,10kV,D,农网,公变,200.0,柱上变,油浸式,S13-M-200/10,居住,150.0,130.0,65.0,2022年07月01日,44.0,22.0,408080.43,433632.2,5.89,300.0,300.0,300.0,居住,65.0,,,,0.0,36136.02,1.0,70.0,288.68,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,158.32,116.0,85.84,45.7807,否,,228.0,238.0,198.0,208.0,否,否,否,否,否,无,,,否,否,300.0,否,0.0,否,0.0,否,是,否,否,否,300.0,300.0,100.0,否,300.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF27126256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,,,418008262034701.0,418008262034501.0,洋贝7#公用台变,10kV,D,,公变,315.0,柱上变,油浸式,S11-M-315/10,居住,150.0,83.0,26.35,2022年07月01日,33.0,10.48,437742.31,444934.5,1.62,178.0,178.0,178.0,居住,51.0,,,,0.0,37077.88,2.0,185.0,454.68,,2001年06月01日,否,0.0,0.0,否,0.0,0.0,,否,否,116.0,116.0,85.5,26.2931,否,,223.0,233.0,193.0,203.0,否,否,否,否,否,无,,,否,否,160.0,否,0.0,否,0.0,否,是,否,否,是,178.0,178.0,100.0,否,178.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3AA16256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,420220272015400.0,10kV关埠港底11#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,S13-M-315/10,居住,150.0,160.0,50.79,2022年07月01日,53.0,16.83,481820.19,495200.0,2.7,210.0,210.0,210.0,居住,42.0,,,,0.0,41266.67,2.0,240.0,454.68,,2016年01月30日,否,0.0,0.0,否,0.0,0.0,,否,否,189.0,209.4,198.9,9.7421,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,318.0,否,0.0,否,0.0,否,是,否,否,否,210.0,210.0,100.0,否,210.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF38BE6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007763708101.0,三联3号公变,10kV,D,农网,公变,200.0,柱上变,油浸式,SH15-M-200/10,居住,150.0,158.0,79.0,2022年07月01日,62.0,31.0,551442.07,561948.6,1.87,113.0,113.0,113.0,居住,234.0,,,,0.0,46829.05,3.0,120.0,288.68,,2014年03月28日,否,0.0,0.0,否,0.0,0.0,,否,否,189.72,203.04,133.5,34.2494,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,650.0,是,0.0,否,0.0,否,是,否,否,否,113.0,113.0,100.0,否,113.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3E926256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007763732501.0,洋贝村4号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,176.0,55.87,2022年07月01日,56.0,17.78,408006.89,413746.0,1.39,95.0,95.0,95.0,居住,0.0,,,,0.0,34478.87,2.0,185.0,454.68,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,201.9,195.5,195.8,3.1699,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,100.0,否,0.0,否,0.0,否,是,否,否,否,95.0,95.0,100.0,否,95.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2C6C6256E0533D14930A8E43,,,,,,,,,
